Rank,Nome,Plataforma,Ano,Genero,Publicadora,Vendas_AmericaDoNorte,Vendas_EU,Vendas_JP,Vendas_Outras,Vendas_Global
14024,Jikkyou Powerful Major League 2009,0,2009,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
14030,World in Conflict: Complete Edition,1,2009,Strategy,Ubisoft,0,0.03,0,0.01,0.04
14032,Jane's Hotel,0,2010,Simulation,Unknown,0.03,0,0,0,0.04
14042,Espgaluda II Black Label,0,2010,Shooter,Cave,0,0,0.04,0,0.04
14044,Bratz Kidz,0,2008,Misc,Game Factory,0.03,0,0,0,0.04
14047,Kiniro no Corda 2 f,0,2009,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
14049,Winter Sports 3: The Great Tournament,0,2010,Sports,Tradewest,0,0.03,0,0.01,0.04
14052,Ultimate Game Room,0,2009,Misc,Majesco Entertainment,0.03,0,0,0,0.04
14053,Alpha Protocol,1,2010,Role-Playing,Sega,0,0.03,0,0.01,0.04
14060,Cook Wars,0,2009,Misc,Ubisoft,0.03,0,0,0,0.04
14061,Kuroshitsuji: Phantom & Ghost,0,2009,Action,Square Enix,0,0,0.04,0,0.04
14062,Petz: Catz Playground,0,2010,Simulation,Ubisoft,0.03,0,0,0,0.04
14063,Pirates: Duels on the High Seas,0,2008,Action,Oxygen Interactive,0.03,0,0,0,0.04
14064,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,0,2010,Role-Playing,ChunSoft,0,0,0.04,0,0.04
14065,Sins of a Solar Empire: Trinity,1,2010,Strategy,Kalypso Media,0,0.03,0,0.01,0.04
14066,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,0,2010,Adventure,Yeti,0,0,0.04,0,0.04
14067,Mahjong 300,0,2011,Puzzle,Avanquest,0,0.03,0,0,0.04
14070,Crazy Machines,0,2008,Puzzle,DTP Entertainment,0,0.03,0,0,0.04
14071,Astrology DS,0,2009,Misc,Deep Silver,0.03,0,0,0,0.04
14072,"My World, My Way (US sales)",0,2008,Role-Playing,Global A Entertainment,0.04,0,0,0,0.04
14078,A Game of Thrones: Genesis,1,2011,Strategy,Focus Home Interactive,0,0.03,0,0.01,0.04
14079,Hotel Giant 2,1,2008,Strategy,JoWood Productions,0,0.03,0,0.01,0.04
14086,The Cursed Crusade,1,2011,Action,DTP Entertainment,0,0.03,0,0.01,0.04
14092,Greg Hastings Paintball 2,0,2010,Shooter,Majesco Entertainment,0.03,0,0,0,0.04
14096,Hakuouki: Zuisouroku DS,0,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
14099,Luminous Arc 3,0,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04
14101,FabStyle,0,2011,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14104,Zenkoku Dekotora Matsuri,0,2008,Racing,Jaleco,0,0,0.03,0,0.03
14109,Marines: Modern Urban Combat,0,2010,Shooter,O-Games,0.03,0,0,0,0.03
14111,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,0,2010,Misc,Unknown,0,0,0.03,0,0.03
14112,Supreme Ruler: Cold War,1,2011,Strategy,Paradox Interactive,0,0.03,0,0.01,0.03
14113,Travel Coach: Europe 1,0,2008,Misc,HMH Interactive,0,0.03,0,0,0.03
14119,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,0,2009,Role-Playing,Marvelous Interactive,0,0,0.03,0,0.03
14120,Puyo Puyo 7,0,2009,Puzzle,Sega,0,0,0.03,0,0.03
14125,Apache: Air Assault,1,2010,Simulation,Just Flight,0,0.03,0,0.01,0.03
14129,Tokyo Majin Gakuen: Kenfuuchou,0,2008,Adventure,Marvelous Interactive,0,0,0.03,0,0.03
14134,The Void,1,2008,Adventure,Mamba Games,0,0.03,0,0.01,0.03
14137,Maximum Racing: Drag & Stock Racer,0,2010,Racing,Nordic Games,0.03,0,0,0,0.03
14142,Clever Kids: Pirates,0,2008,Misc,Midas Interactive Entertainment,0,0.03,0,0,0.03
14155,Suzumiya Haruhi no Tsuisou,0,2011,Adventure,Namco Bandai Games,0,0,0.03,0,0.03
14160,Harukanaru Toki no Naka de Yumenoukihashi Special,0,2009,Adventure,Tecmo Koei,0,0,0.03,0,0.03
14167,Cake Mania: Baker's Challenge,0,2008,Puzzle,Destineer,0.03,0,0,0,0.03
14169,Zoo Vet: Endangered Animals,0,2008,Simulation,505 Games,0.03,0,0,0,0.03
14175,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,0,2011,Role-Playing,Hudson Soft,0,0,0.03,0,0.03
14183,Junior Island Adventure,0,2011,Puzzle,Unknown,0.03,0,0,0,0.03
14187,Sacra Terra: Angelic Night,1,2011,Puzzle,Avanquest,0.01,0.02,0,0.01,0.03
14191,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,0,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14196,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,0,2011,Strategy,Nippon Ichi Software,0,0,0.03,0,0.03
14199,Mashiro Iro Symphony: *mutsu-no-hana,0,2011,Adventure,Comfort,0,0,0.03,0,0.03
14202,Sunday vs Magazine Shuuketsu! Choujou Daikessen,0,2009,Fighting,Konami Digital Entertainment,0,0,0.03,0,0.03
14207,Red Faction: Guerrilla,1,2009,Shooter,THQ,0,0.03,0,0.01,0.03
14209,Crazy Chicken: Star Karts,0,2008,Racing,Phenomedia,0.03,0,0,0,0.03
14211,Super Dodgeball Brawlers (jp sales),0,2008,Sports,Arc System Works,0,0,0.03,0,0.03
14214,RACE On,1,2009,Racing,bitComposer Games,0,0.03,0,0.01,0.03
14217,Overlord II,1,2009,Action,Codemasters,0,0.03,0,0.01,0.03
14222,Call of Juarez: Bound in Blood,1,2009,Shooter,Ubisoft,0,0.03,0,0.01,0.03
14223,Dream C Club Zero,0,2011,Simulation,D3Publisher,0,0,0.03,0,0.03
14224,Shining Stars,0,2008,Action,"Destination Software, Inc",0.03,0,0,0,0.03
14231,Angler's Club: Ultimate Bass Fishing 3D,0,2011,Sports,D3Publisher,0,0.03,0,0,0.03
14232,Utawarerumono Portable,0,2009,Role-Playing,Aqua Plus,0,0,0.03,0,0.03
14235,Emma at the Farm,0,2008,Adventure,Aspyr,0.03,0,0,0,0.03
14237,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,0,2009,Adventure,Alchemist,0,0,0.03,0,0.03
14240,Summer Athletics: The Ultimate Challenge,0,2008,Sports,DTP Entertainment,0.02,0.01,0,0,0.03
14241,Prince of Persia: The Forgotten Sands,1,2010,Action,Ubisoft,0,0.03,0,0,0.03
14242,Yumeiro Patissiere: My Sweets Cooking,0,2010,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14244,Clannad,0,2011,Adventure,Prototype,0,0,0.03,0,0.03
14245,Maximum Racing: GP Classic Racing,0,2010,Racing,Nordic Games,0.03,0,0,0,0.03
14255,Jewel Master: Cradle of Rome,0,2008,Puzzle,Rondomedia,0.03,0,0,0,0.03
14256,Midnight Mysteries: The Edgar Allan Poe Conspiracy,1,2009,Adventure,GSP,0,0.03,0,0.01,0.03
14257,Beastly,0,2011,Misc,Unknown,0.03,0,0,0,0.03
14258,Crash Time: Autobahn Pusuit,0,2008,Racing,RTL,0.03,0,0,0,0.03
14264,SBK 2011: FIM Superbike World Championship,1,2011,Racing,Black Bean Games,0,0.03,0,0.01,0.03
14269,House M.D.,0,2010,Adventure,Mindscape,0.02,0.01,0,0,0.03
14273,Winning Post World,0,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03
14274,Jig-A-Pix: Wild World,0,2009,Puzzle,Zushi Games,0.03,0.01,0,0,0.03
14275,Best Friends Tonight,0,2010,Misc,Ubisoft,0.03,0,0,0,0.03
14280,Sea Park Tycoon,0,2010,Simulation,Foreign Media Games,0.02,0.01,0,0,0.03
14284,Guitar Hero: World Tour,1,2009,Misc,Aspyr,0,0.03,0,0.01,0.03
14285,Nancy Drew: Alibi In Ashes,1,2011,Adventure,Her Interactive,0.03,0,0,0,0.03
14290,Nobunaga no Yabou: Kakushin with Power-Up Kit,0,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14296,Foto Showdown,0,2010,Role-Playing,Unknown,0.03,0,0,0,0.03
14297,Custom Beat Battle: Draglade 2,0,2008,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
14302,Men of War,1,2009,Strategy,505 Games,0.01,0.02,0,0.01,0.03
14303,Toy Shop,0,2008,Simulation,Majesco Entertainment,0.03,0,0,0,0.03
14307,Vitamin X Evolution,0,2008,Adventure,D3Publisher,0,0,0.03,0,0.03
14311,Hallowed Legends: Samhain,1,2011,Adventure,Focus Home Interactive,0,0.02,0,0.01,0.03
14313,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,0,2010,Misc,Kamui,0,0,0.03,0,0.03
14317,BeatMania IIDX 14 Gold,0,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14318,Po1ap Arcade Vol 2,0,2009,Misc,Po1ap Games,0.03,0,0,0,0.03
14325,Smart Girl's Winter Wonderland,0,2008,Misc,UFO Interactive,0.03,0,0,0,0.03
14327,Togainu no Chi: True Blood,0,2008,Adventure,Kadokawa Shoten,0,0,0.03,0,0.03
14331,East India Company Collection,1,2010,Misc,Paradox Interactive,0,0.03,0,0,0.03
14332,Battle vs. Chess,0,2011,Misc,TopWare Interactive,0,0.03,0,0,0.03
14334,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,0,2008,Misc,Hackberry,0,0,0.03,0,0.03
14337,Classic Dungeon: Fuyoku no Masoujin,0,2010,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
14341,River City Super Sports Challenge,0,2010,Sports,Arc System Works,0.01,0,0.02,0,0.03
14342,My Pet Shop (JP sales),0,2008,Simulation,Square Enix,0,0,0.03,0,0.03
14345,Dodge Racing: Charger vs Challenger,0,2009,Racing,Zushi Games,0.03,0,0,0,0.03
14346,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,0,2010,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14348,SingStar Chartbreaker,0,2009,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14350,Pro Yakyuu Spirits 5 Kanzenban,0,2008,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
14352,SingStar Fussballhits,0,2010,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14356,Montessori Music,0,2008,Misc,Oxygen Interactive,0.01,0.02,0,0,0.03
14360,Chaos;Head - Love Chu*Chu!,0,2010,Adventure,5pb,0,0,0.03,0,0.03
14366,Mushihimesama Futari Ver 1.5,0,2009,Shooter,Cave,0,0,0.03,0,0.03
14372,Guilty Gear XX Accent Core Plus,0,2009,Fighting,PQube,0.01,0.02,0,0,0.03
14374,Super Meat Boy: Ultra Edition!,1,2011,Platform,Unknown,0,0.02,0,0.01,0.03
14381,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,0,2008,Adventure,Marvelous Interactive,0,0,0.03,0,0.03
14383,Doodle Hex,0,2008,Puzzle,Pinnacle,0,0.03,0,0,0.03
14387,thinkSMART FAMILY!,0,2010,Misc,Conspiracy Entertainment,0.03,0,0,0,0.03
14388,Last Escort: Club Katze,0,2010,Adventure,D3Publisher,0,0,0.03,0,0.03
14390,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,0,2010,Adventure,Yeti,0,0,0.03,0,0.03
14394,Timmy Time,0,2011,Action,Avanquest,0,0.03,0,0,0.03
14399,Otomedius Gorgeous,0,2008,Shooter,Konami Digital Entertainment,0,0,0.03,0,0.03
14400,Jikandia: The Timeless Land,0,2010,Role-Playing,Idea Factory,0.03,0,0,0,0.03
14403,Boot Camp Academy,0,2010,Action,Zoo Games,0.03,0,0,0,0.03
14404,Kiniro no Corda 3,0,2010,Adventure,Tecmo Koei,0,0,0.03,0,0.03
14407,Take On Helicopters,1,2011,Simulation,Unknown,0,0.02,0,0.01,0.03
14409,Emergency! Disaster Rescue Squad,0,2009,Simulation,Destineer,0.03,0,0,0,0.03
14410,Shaun White Skateboarding,1,2010,Sports,Ubisoft,0,0.03,0,0.01,0.03
14412,Suggoi! Arcana Heart 2,0,2009,Fighting,AQ Interactive,0,0,0.03,0,0.03
14415,Mother Goose no Himitsu no Yakata,0,2011,Adventure,Quinrose,0,0,0.03,0,0.03
14416,Harry Potter and the Half-Blood Prince,1,2009,Action,Electronic Arts,0,0.03,0,0.01,0.03
14417,Winning Post 7 2009,0,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03
14420,Code Lyoko: Quest for Infinity,0,2008,Action,Game Factory,0.03,0,0,0,0.03
14421,Away: Shuffle Dungeon,0,2008,Role-Playing,Majesco Entertainment,0.02,0,0,0,0.03
14424,Codename: Panzers Cold War,1,2009,Strategy,Atari,0,0.02,0,0.01,0.03
14425,Kekkaishi: Kokubourou Shuurai,0,2008,Action,Namco Bandai Games,0,0,0.03,0,0.03
14426,Shugo Chara! Amunonijiro Chara Change,0,2008,Action,Konami Digital Entertainment,0,0,0.03,0,0.03
14429,World Sports Competition,0,2009,Sports,Hudson Soft,0.02,0,0,0.01,0.03
14431,Tantei Jinguuji Saburo DS: Kienai Kokoro,0,2008,Adventure,Arc System Works,0,0,0.03,0,0.03
14437,StormLover,0,2010,Adventure,D3Publisher,0,0,0.03,0,0.03
14439,Gloria Union,0,2011,Role-Playing,Atlus,0,0,0.03,0,0.03
14445,Shin Sangoku Musou Online: Kamishou Ranbu,0,2010,Action,Tecmo Koei,0,0,0.03,0,0.03
14447,Kokoro no Kokoron,0,2011,Misc,Namco Bandai Games,0,0,0.03,0,0.03
14448,Hiiro no Kakera 3: Aoikuro no Kusabi,0,2008,Adventure,Idea Factory,0,0,0.03,0,0.03
14450,Section 8,1,2009,Shooter,SouthPeak Games,0.01,0.01,0,0,0.03
14452,Keshisasu-Kun: Battle Kas-tival,0,2010,Action,Konami Digital Entertainment,0,0,0.03,0,0.03
14453,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,0,2011,Misc,Namco Bandai Games,0,0,0.03,0,0.03
14456,Dance Dance Revolution: Hottest Party 5,0,2011,Misc,Konami Digital Entertainment,0,0.03,0,0,0.03
14457,Who Wants to be a Millionaire: 2nd Edition,0,2008,Misc,Ubisoft,0,0.03,0,0,0.03
14459,DokiDoki Majo Shinpan! 2,0,2008,Adventure,SNK Playmore,0,0,0.03,0,0.03
14467,Dennou Senki Virtual-On Force,0,2010,Fighting,Sega,0,0,0.03,0,0.03
14468,Sins of a Solar Empire,1,2008,Strategy,Pinnacle,0,0.02,0,0.01,0.03
14471,Nettou! Powerful Koushien,0,2010,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
14474,Armored Core SL: Silent Line Portable,0,2009,Simulation,From Software,0,0,0.03,0,0.03
14477,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,0,2008,Adventure,Marvelous Interactive,0,0,0.03,0,0.03
14491,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,0,2010,Role-Playing,Gust,0,0,0.03,0,0.03
14492,Lux-Pain (JP sales),0,2008,Adventure,Rising Star Games,0,0,0.03,0,0.03
14494,Senko no Ronde DUO,0,2010,Fighting,G.Rev,0,0,0.03,0,0.03
14498,Tokimeki Memorial Girl's Side 1st Love Plus,0,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14501,Katekyoo Hitman Reborn! Kizuna no Tag Battle,0,2010,Fighting,Marvelous Interactive,0,0,0.03,0,0.03
14503,GTR Evolution,1,2008,Racing,Atari,0,0.02,0,0.01,0.03
14504,Hudson x GReeeeN Live!? DeeeeS!?,0,2010,Misc,Hudson Soft,0,0,0.03,0,0.03
14507,Downstream Panic!,0,2008,Action,Atari,0.03,0,0,0,0.03
14508,DJ Max Portable 3,0,2010,Misc,CyberFront,0.01,0,0.02,0,0.03
14509,Suzumiya Haruhi no Chokuretsu,0,2009,Adventure,Sega,0,0,0.03,0,0.03
14512,S.Y.K Renshouden,0,2010,Adventure,Idea Factory,0,0,0.03,0,0.03
14513,Casino Chaos With Las Vegas Players Collection,1,2011,Misc,THQ,0.03,0,0,0,0.03
14514,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,0,2011,Adventure,Idea Factory,0,0,0.03,0,0.03
14516,D.C.I.F.: Da Capo Innocent Finale,0,2009,Adventure,Sweets,0,0,0.03,0,0.03
14522,Petz: Dolphinz Encounter,0,2009,Simulation,Ubisoft,0.01,0.01,0,0,0.03
14524,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,0,2009,Action,Takara Tomy,0,0,0.03,0,0.03
14527,Emily Archer and the Curse of Tutankhamun,0,2011,Adventure,Mastertronic,0,0.03,0,0,0.03
14528,Story Hour: Adventures,0,2008,Adventure,Zoo Digital Publishing,0.03,0,0,0,0.03
14529,Braid,1,2009,Platform,Number None,0,0.02,0,0.01,0.03
14532,Star Wars: The Force Unleashed II,1,2010,Action,LucasArts,0.03,0,0,0,0.03
14534,Hakuouki,0,2008,Adventure,Idea Factory,0,0,0.03,0,0.03
14537,Monster Hunter Frontier Online: Season 10,0,2011,Role-Playing,Ca1om,0,0,0.03,0,0.03
14541,Armored Core: Last Raven Portable,0,2010,Simulation,From Software,0,0,0.03,0,0.03
14542,SD Gundam: Gashapon Wars,0,2010,Strategy,Namco Bandai Games,0,0,0.03,0,0.03
14543,Commander: Conquest of the Americas,1,2010,Strategy,Paradox Interactive,0,0.02,0,0.01,0.03
14546,Royal Palace of White Sword and The City of Gentiles,1,2009,Role-Playing,Take-Two Interactive,0,0.02,0,0.01,0.03
14549,Nippon no Asoko de,0,2008,Misc,Sony Computer Entertainment,0,0,0.03,0,0.03
14550,007: Quantum of Solace,1,2008,Action,Activision,0.01,0.01,0,0,0.03
14551,MapleStory DS,0,2010,Role-Playing,Nexon,0,0,0.03,0,0.03
14553,Pimp My Ride: Street Racing,0,2009,Racing,Activision,0.03,0,0,0,0.03
14554,Let's Dance with Mel B,0,2011,Sports,Black Bean Games,0,0.02,0,0.01,0.03
14560,BeatMania IIDX 15: DJ Troopers,0,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03
14561,Heathcliff! The Fast and the Furriest,0,2010,Racing,Storm City Games,0.03,0,0,0,0.03
14564,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,0,2011,Misc,Unknown,0,0,0.03,0,0.03
14565,Worms,0,2009,Strategy,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14568,Winx Club: Rockstars,0,2010,Adventure,Namco Bandai Games,0,0.03,0,0,0.03
14571,Jack Keane,1,2008,Adventure,Kalypso Media,0,0.02,0,0,0.03
14572,World of Zoo,1,2009,Simulation,THQ,0,0.02,0,0.01,0.03
14573,Kung Fu Panda: Legendary Warriors,0,2008,Action,Activision,0.02,0,0,0,0.03
14575,Hayate no Gotoku! Nightmare Paradise,0,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14577,Secret Files 2: Puritas Cordis,0,2009,Adventure,Deep Silver,0,0.03,0,0,0.03
14578,Nanashi no Game Me,0,2009,Action,Square Enix,0,0,0.03,0,0.03
14583,NatGeo Challenge! Wild Life,0,2010,Misc,Black Bean Games,0,0.02,0,0,0.03
14587,Dream Pinball 3D,0,2008,Misc,SouthPeak Games,0.03,0,0,0,0.03
14594,Rugby League Live,0,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0.01,0.03
14596,Saihai no Yukue,0,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14600,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,0,2009,Adventure,Level 5,0,0,0.03,0,0.03
14605,Girls Only,0,2010,Simulation,Foreign Media Games,0.03,0,0,0,0.03
14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,0,2009,Misc,D3Publisher,0,0,0.03,0,0.03
14611,Blaze Union: Story to Reach the Future,0,2010,Role-Playing,Sting,0,0,0.03,0,0.03
14615,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,0,2010,Adventure,Alchemist,0,0,0.03,0,0.03
14620,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,0,2011,Misc,Unknown,0,0,0.03,0,0.03
14622,Triple Pack: Xbox Live Arcade Compilation,0,2011,Misc,Microsoft Game Studios,0.03,0,0,0,0.03
14623,101-in-1 Sports Party Megamix,0,2010,Sports,Nordcurrent,0.02,0,0,0,0.03
14627,DeathSmiles II,0,2010,Shooter,Cave,0,0,0.03,0,0.03
14630,Monsters vs. Aliens,1,2009,Action,Activision,0.01,0.01,0,0,0.03
14632,Hyakumanton no Bara Bara,0,2010,Strategy,Sony Computer Entertainment,0,0,0.03,0,0.03
14635,1000 Cooking Recipes from ELLE à table,0,2010,Misc,Nintendo,0,0.02,0,0,0.03
14637,Merv Griffin's Crosswords,0,2008,Puzzle,ValuSoft,0.03,0,0,0,0.03
14640,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,0,2010,Adventure,Idea Factory,0,0,0.03,0,0.03
14642,Po1ap Hits! Vol 2,0,2011,Misc,Mastertronic,0,0.03,0,0,0.03
14645,Mystery Trackers: The Void,1,2011,Puzzle,Focus Home Interactive,0,0.02,0,0.01,0.03
14647,Bleach DS 4th: Flame Bringer,0,2009,Action,Sega,0,0,0.03,0,0.03
14648,Pacific Liberator,0,2009,Action,Zoo Games,0.03,0,0,0,0.03
14651,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,0,2009,Adventure,Level 5,0,0,0.03,0,0.03
14652,The King of Fighters Portable '94~'98: Chapter of Orochi,0,2010,Fighting,SNK Playmore,0,0,0.03,0,0.03
14653,Puzzle Challenge: Crosswords and More!,0,2009,Puzzle,Crave Entertainment,0.03,0,0,0,0.03
14654,Nisenochigiri: Omoide no Saki e,0,2011,Adventure,Idea Factory,0,0,0.03,0,0.03
14655,Rugby League Live,0,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0,0.03
14656,Age of Conan: Rise of the Godslayer,1,2010,Role-Playing,Funcom,0,0.02,0,0,0.03
14657,Totally Spies! Totally Party,1,2008,Misc,Ubisoft,0,0.02,0,0,0.03
14660,Mega Minis Volume 2,0,2011,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14667,Wrestle Angels: Survivor 2,0,2008,Fighting,Tryfirst,0,0,0.03,0,0.03
14674,Tsuku Monogatari,0,2011,Adventure,FuRyu,0,0,0.03,0,0.03
14675,Vitamin Z,0,2009,Adventure,D3Publisher,0,0,0.03,0,0.03
14676,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,0,2011,Adventure,Alchemist,0,0,0.03,0,0.03
14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,0,2010,Adventure,Yeti,0,0,0.03,0,0.03
14680,Nobunaga no Yabou DS 2,0,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14682,Schlag den Raab,1,2010,Misc,Namco Bandai Games,0,0.02,0,0.01,0.03
14687,Safari Adventures: Africa,0,2008,Adventure,Neko Entertainment,0.03,0,0,0,0.03
14689,Dream Club Zero Portable,0,2011,Simulation,D3Publisher,0,0,0.03,0,0.03
14692,The Island of Dr. Frankenstein,0,2009,Adventure,Storm City Games,0.03,0,0,0,0.03
14693,TV Total Events,0,2011,Misc,7G//AMES,0,0.02,0,0,0.03
14696,Biohazard: Revival Selection,0,2011,Action,Ca1om,0,0,0.03,0,0.03
14698,Prince of Persia (2008),1,2008,Action,Ubisoft,0,0.02,0,0,0.03
14701,UK Truck Simulator,1,2010,Simulation,N/A,0,0.03,0,0,0.03
14704,Magicka,1,2011,Role-Playing,Paradox Interactive,0,0.02,0,0.01,0.03
14706,Moto Racer DS,0,2008,Racing,Nobilis,0,0.02,0,0,0.03
14707,The Last Guy,0,2009,Action,Sony Computer Entertainment,0,0,0.03,0,0.03
14709,Akane Iro ni Somaru Saka Parallel,0,2008,Adventure,GN Software,0,0,0.03,0,0.03
14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,0,2011,Adventure,Alchemist,0,0,0.03,0,0.03
14711,Monster Hunter Frontier Online: Forward 1,0,2011,Role-Playing,Ca1om,0,0,0.03,0,0.03
14712,X3: Terran Conflict,1,2008,Simulation,Deep Silver,0,0.02,0,0.01,0.03
14716,Starry ? Sky: In Winter,0,2011,Misc,Asgard,0,0,0.03,0,0.03
14717,Little Bears,0,2009,Simulation,RTL,0.03,0,0,0,0.03
14722,Saka Agari Hurricane Portable,0,2011,Adventure,Alchemist,0,0,0.03,0,0.03
14724,King Arthur II,1,2011,Strategy,Paradox Interactive,0,0.02,0,0,0.03
14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",0,2011,Misc,Idea Factory,0,0,0.03,0,0.03
14731,MySims,1,2008,Simulation,Electronic Arts,0,0.02,0,0,0.03
14735,My Animal Centre,0,2009,Simulation,Deep Silver,0,0.02,0,0,0.03
14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,0,2009,Adventure,Creative Core,0,0,0.03,0,0.03
14738,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,0,2011,Action,Namco Bandai Games,0,0,0.03,0,0.03
14742,La Pucelle: Ragnarok,0,2009,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
14743,Kiniro no Corda 2 f Encore,0,2009,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03
14747,Bleach: Soul Carnival 2,0,2009,Fighting,Sony Computer Entertainment,0,0,0.03,0,0.03
14750,Pro Evolution Soccer 2012,0,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.03
14755,Star Wars The Clone Wars: Republic Heroes,1,2009,Action,LucasArts,0,0.02,0,0,0.03
14756,CID The Dummy,0,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03
14764,Bigfoot King of Crush,0,2011,Racing,Zoo Games,0.02,0,0,0,0.03
14772,Clannad,0,2008,Adventure,Prototype,0,0,0.03,0,0.03
14777,Farm Frenzy 3,0,2011,Strategy,Unknown,0,0.02,0,0,0.03
14778,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,0,2009,Action,Russel,0,0,0.03,0,0.03
14784,Divinity II: Flames of Vengeance,1,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.01,0.03
14788,Air Conflicts: Secret Wars,1,2011,Simulation,bitComposer Games,0,0.02,0,0.01,0.03
14791,Lost Planet 2,1,2010,Shooter,Ca1om,0,0.02,0,0.01,0.03
14797,Bully: Scholarship Edition,1,2008,Action,Take-Two Interactive,0,0.02,0,0,0.03
14798,My Ballet Studio,0,2009,Simulation,505 Games,0.02,0,0,0,0.03
14800,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,0,2010,Adventure,Prototype,0,0,0.03,0,0.03
14802,Sengoku Efuda Yuugi: Hototogisu Tairan,0,2010,Strategy,Irem Software Engineering,0,0,0.03,0,0.03
14808,Galileo,0,2008,Adventure,D3Publisher,0,0,0.03,0,0.03
14809,Cake Mania: Baker's Challenge,0,2008,Puzzle,Destineer,0.01,0.01,0,0,0.03
14812,Alien Breed Trilogy,0,2011,Shooter,Mastertronic,0,0.02,0,0,0.03
14815,CID The Dummy,0,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03
14824,Catan,0,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.03
